Tipologia,Nome,X,Y,Indirizzo,Civ,Note,Shape Area,Shape Len,Longitudine,Latitudine
Microattività,LAVANDERIA LA PRINCIPESSA,657.336.955.463.173.000.000,4.553.950.738.637.580.000.000,VIA CARDASSI,30,,,,,
Microattività,LAVANDERIA MARIANI MARIA ROSARIA,656.627.658.569.776.000.000,4.551.890.188.848.240.000.000,VIA PAPA BENEDETTO XIII,13,,,,,
Microattività,LAVANDERIA QUINTINO SELLA,656.493.311.075.946.000.000,4.554.106.473.459.590.000.000,VIA QUINTINO SELLA,100,,,,,
Microattività,S.T.P.,652.430.375.827.856.000.000,4.552.562.008.575.860.000.000,VIALE LOVRI,22,,,,,
Monumenti,Cattedrale di S. Sabino,656.820.162.997.571.000.000,4.554.709.495.117.300.000.000,PIAZZA DELL'ODEGITRIA,0.00000000000,,,,,
Monumenti,Castello Normanno Svevo,656.670.221.500.162.000.000,455.470.645.500.235.000.000,CORSO VITPIAZZA FEDERICO II DI SVEVIATORIO VENETO,0.00000000000,,,,,
Monumenti,S. Chiara,656.794.834.659.134.000.000,4.554.948.590.967.580.000.000,STRADA SANTA CHIARA,0.00000000000,,,,,
Monumenti,S. Scolastica,657.031.904.061.465.000.000,4.555.151.215.933.540.000.000,PIAZZA SAN PIETRO,0.00000000000,,,,,
Monumenti,Basilica di S. Nicola,656.976.000.030.148.000.000,4.554.904.071.876.800.000.000,PIAZZA SAN NICOLA,0.00000000000,,,,,
Monumenti,S. Marco,656.925.615.758.903.000.000,4.554.835.118.399.090.000.000,STRADA SAN MARCO,0.00000000000,,,,,
Monumenti,S. Gregorio,65.693.377.349.896.200.000,4.554.946.409.263.010.000.000,PIAZZA SAN NICOLA,0.00000000000,,,,,
Monumenti,Colonna della Giustizia,657.144.230.926.856.000.000,4.554.699.144.620.010.000.000,PIAZZA MERCANTILE,0.00000000000,,,,,
Monumenti,Palazzo Sedile,657.139.034.947.795.000.000,455.462.466.178.086.000.000,PIAZZA MERCANTILE,0.00000000000,,,,,
Monumenti,S. Teresa dei Maschi,656.976.897.327.246.000.000,4.554.622.287.223.820.000.000,STRADA SANTA TERESA DEI MASCHI,0.00000000000,,,,,
Monumenti,Teatro Margherita,657.211.051.959.563.000.000,4.554.469.371.209.410.000.000,PIAZZA QUATTRO NOVEMBRE,0.00000000000,,,,,
Monumenti,Biblioteca de Gemmis,656.597.235.161.880.000.000,4.553.650.774.673.940.000.000,VIA DE ROSSI,"22600000000000,00",,,,,
Monumenti,Ateneo,656.858.902.739.767.000.000,4.553.817.087.304.310.000.000,PIAZZA CESARE BATTISTI,0.00000000000,,,,,
Monumenti,Monumento a Re Umberto I,657.011.554.162.558.000.000,4.553.833.984.954.740.000.000,PIAZZA UMBERTO I,0.00000000000,,,,,
Monumenti,Teatro Piccinni,656.620.797.481.100.000.000,455.436.595.771.314.000.000,CORSO VITTORIO EMANUELE,"8800000000000,00",,,,,
Monumenti,Teatro Petruzzelli,657.246.165.139.037.000.000,4.554.162.114.625.110.000.000,CORSO CAVOUR,0.00000000000,,,,,
Monumenti,Pinacoteca Provinciale,657.951.335.302.610.000.000,4.553.922.479.035.420.000.000,LUNGOMARE NAZARIO SAURO,0.00000000000,,,,,
Ospedali,Azienda Sanitaria Ba-4 Centro di diabetologia,657.187.283.283.322.000.000,4.553.585.421.811.560.000.000,VIA CADUTI DI VIA FANI,25,,,,,
Ospedali,Azienda Unita' Sanitaria Locale Ba-4 S.I.M.,656.830.665.596.848.000.000,4.552.688.676.819.440.000.000,VIA PASUBIO,149,,,,,
Ospedali,Unita' Sanitaria Locale Ba-4,654.787.984.599.019.000.000,4.555.415.237.834.530.000.000,LUNGOMARE GIAMBATTISTA E PIETRO STARITA,6,,,,,
Ospedali,Ospedale Pediatrico Giovanni XXIII,658.599.721.751.748.000.000,4.551.492.482.918.590.000.000,VIA GIOVANNI AMENDOLA,207,,,,,
Ospedali,Policlinico consorziale,656.336.562.139.899.000.000,4.552.853.598.258.540.000.000,PIAZZALE GIULIO CESARE,11,,,,,
Ospedali,Ospedale Militare Lorenzo Bonomo,65.708.289.822.250.700.000,4.550.876.993.457.320.000.000,CORSO ALCIDE DE GASPERI,,,,,,
Ospedali,Presidio Ospedaliero di Venere,656.604.718.666.882.000.000,4.548.900.782.977.040.000.000,VIA OSPEDALE DI VENERE,150,,,,,
Ospedali,Presidio Ospedaliero San Paolo,64.968.979.700.500.500.000,4.553.548.773.091.720.000.000,VIA CAPO SCARDICCHIO,92,,,,,
Ospedali,Ospedale Cotugno,656.014.986.932.551.000.000,4.552.202.985.573.390.000.000,VIA COTUGNO,,,,,,
Parco svaghi,PIAZZA GIUSEPPE ROMITA,650.797.643.053.297.000.000,455.364.937.469.096.000.000,PIAZZA GIUSEPPE ROMITA,,,,,,
Parco svaghi,PALAZZETTO DELLO SPORT JAPIGIA,660.183.369.934.263.000.000,4.551.684.155.647.560.000.000,VIA GIUSEPPE PREZZOLINI,,,,,,
Parco svaghi,AEROCLUB (FLYING),648.713.093.700.676.000.000,4.555.420.384.393.620.000.000,VIALE ENZO FERRARI,,805373163,,,,
Parco svaghi,PARCO SAN FRANCESCO ALL'ARENA,653.615.299.335.231.000.000,4.554.860.936.293.130.000.000,VIA NAPOLI,,,,,,
Parco svaghi,STADIO DELLA VITTORIA,654.535.843.335.380.000.000,4.555.172.458.447.250.000.000,VIALE VITTORIO EMANUELE ORLANDO,,,,,,
Parco svaghi,MUSEO DEL DIPARTIMENTO DI ZOOLOGIA,657.922.516.081.040.000.000,4.552.418.062.813.760.000.000,VIA EDOARDO ORABONA,,805443358,,,,
Parco svaghi,ORTO BOTANICO,657.922.516.081.040.000.000,4.552.418.062.813.760.000.000,VIA EDOARDO ORABONA,,805442560,,,,
Parco svaghi,SCIENZE DELLA TERRA,657.922.516.081.040.000.000,4.552.418.062.813.760.000.000,VIA EDOARDO ORABONA,,805442557,,,,
Parco svaghi,STADIO SAN NICOLA,654.371.519.541.841.000.000,454.978.654.502.610.000.000,,,805055099,,,,
Parco svaghi,CAMPO SPORTIVO SAN GIROLAMO,653.066.997.851.853.000.000,455.529.815.197.872.000.000,VIALE OTTORINO RESPIGHI,,805772348,,,,
Parco svaghi,CIRCOLO TENNIS,656.958.622.249.809.000.000,4.555.014.168.694.650.000.000,STRADA MARTINEZ,,805010750,,,,
Parco svaghi,MUSEO DELLA CATTEDRALE DI BARI,656.811.417.679.266.000.000,4.554.712.225.024.540.000.000,PIAZZA DELL'ODEGITRIA,,805210064,,,,
Parco svaghi,GIPSOTECA,656.715.874.890.031.000.000,4.554.624.650.331.000.000.000,PIAZZA FEDERICO II DI SVEVIA,,805286263,,,,
Parco svaghi,CIRCOLO DELLA VELA (SAILING),657.389.992.163.931.000.000,4.554.442.537.288.130.000.000,MOLO SAN NICOLA,,805212002,,,,
Parco svaghi,CIRCOLO CANOTTIERI BARION (ROWING),657.384.764.203.199.000.000,4.554.451.310.738.390.000.000,MOLO SAN NICOLA,,805247028,,,,
Parco svaghi,PINACOTECA PROVINCIALE,657.969.211.369.161.000.000,4.553.950.761.947.190.000.000,LUNGOMARE NAZARIO SAURO,,805583401,,,,
Parco svaghi,PORTO DI BARI,656.819.665.505.745.000.000,4.555.188.900.891.630.000.000,,,,,,,
Parco svaghi,PIAZZA UMBERTO I,656.912.027.359.848.000.000,4.553.820.254.627.950.000.000,PIAZZA UMBERTO I,,,,,,
Parco svaghi,ARCHEOLOGICO,656.905.311.071.248.000.000,4.553.820.110.737.160.000.000,PIAZZA UMBERTO I,,805211559,,,,
Parco svaghi,PIAZZA ANTONIO GRAMSCI,658.576.577.539.230.000.000,4.553.713.996.802.310.000.000,PIAZZA ANTONIO GRAMSCI,,,,,,
Parco svaghi,SPORTIME (FITNESS),656.803.030.071.418.000.000,4.552.087.419.820.890.000.000,VIA ROSARIO BERARDI,,805045165,,,,
Parco svaghi,COFIT,658.880.724.652.584.000.000,4.550.577.232.324.360.000.000,,,805481059,,,,
Parco svaghi,MUSEO DELLA BASILICA DI SAN NICOLA,656.936.544.500.400.000.000,4.554.908.175.873.100.000.000,LARGO ABATE ELIA,,805737111,,,,
Parco svaghi,CAMPO SPORTIVO BELLAVISTA,661.550.045.631.989.000.000,4.552.118.520.916.040.000.000,VIA GIOVANNI GENTILE,,805772313,,,,
Parco svaghi,ARCHIVIO DI STATO,658.020.492.914.589.000.000,4.551.771.516.017.310.000.000,VIA LEONIDA BISSOLATI,,805024870,,,,
Parco svaghi,DUE GIUGNO,657.430.912.037.202.000.000,4.552.268.624.735.520.000.000,VIA DELLA RESISTENZA,,,,,,
Parco svaghi,MILLENIUM WELLNESS (FITNESS),655.717.227.873.643.000.000,4.551.591.064.065.960.000.000,VIA SALVATORE MATARRESE,,805042988,,,,
Parco svaghi,MUSEO DELL'ACQUEDOTTO PUGLIESE,657.356.269.259.131.000.000,4.554.136.362.336.650.000.000,VIA SALVATORE COGNETTI,,805723111,,,,
Parco svaghi,ANGIULLI (TENNIS),655.710.880.057.900.000.000,4.552.362.870.078.660.000.000,VIALE DOMENICO COTUGNO,,805613855,,,,
Parco svaghi,CLUB COSTA DEL SOLE (SAILING),646.646.659.425.472.000.000,4.558.680.583.673.590.000.000,LUNGOMARE CRISTOFORO COLOMBO,,805337952,,,,
Parco svaghi,STADIO DEL NUOTO (SWIMMING),654.288.414.980.135.000.000,4.554.919.543.711.420.000.000,VIA DI MARATONA,,805346509,,,,
Parco svaghi,L'IPPICO (RIDING),654.836.184.499.919.000.000,4.551.259.147.405.110.000.000,VIA BITRITTO,,805061435,,,,
Parco svaghi,OLYMPIC CENTER,660.093.483.333.245.000.000,4.551.337.859.432.730.000.000,STRADA RAFASCHIERI,,805481258,,,,
Parco svaghi,GIARDINI PIAZZA VITTORIO EMANUELE,656.756.165.647.838.000.000,4.547.565.824.825.590.000.000,PIAZZA VITTORIO EMANUELE,,,,,,
Parco svaghi,PIAZZA UMBERTO I,657.126.608.742.992.000.000,4.548.597.835.669.060.000.000,PIAZZA UMBERTO I,,,,,,
Parco svaghi,ACQUAPARK,660.623.201.402.870.000.000,4.551.512.748.154.290.000.000,STRADA RAFASCHIERI,,,,,,
Parco svaghi,PISCINA NOVANTA MAJESTY (SWIMMING),66.230.856.293.536.300.000,4.551.595.484.464.650.000.000,STRADA COMPLANARE OVEST,,805491099,,,,
Parco svaghi,MEETING,656.479.442.867.833.000.000,454.816.302.086.980.000.000,VIALE GENNARO TRISORIO-LIUZZI,,805038334,,,,
Parco svaghi,GRUPPO SPORTIVO ARX,654.817.717.906.729.000.000,455.578.042.785.414.000.000,VIA TRIPOLI,,805344961,,,,
Park n Ride,Pane e Pomodoro,,,,,,2.434.131.136.000.000,94.425.596.800.000,,
Park n Ride,Vittorio Veneto - Lato mare,,,,,,1.064.437.564.000.000,99.615.077.600.000,,
Park n Ride,Parcheggio Quasimodo,,,,,,1.725.069.770.000.000,87.721.709.000.000,,
Park n Ride,Largo 2 Giugno,,,,,,1.048.363.857.000.000,41.718.839.900.000,,
Park n Ride,Mungivacca,,,,,,2.089.626.923.000.000,63.066.184.500.000,,
Park n Ride,,,,,,,,,,
Scuole,Catino - Walt Disney,645.977.205.799.999.000.000,4.557.967.993,"Via Catino, 9bis - Santo Spirito",,Materna,,,,
Scuole,Aldo Moro (succursale),645.985.013.500.000.000.000,455.788.695.299.999.000,"Via Catino, 9bis - Santo Spirito",,Media,,,,
Scuole,EL/3 - Ruggero Bonghi,64.609.381.900.000.000.000,45.582.882.869,"Via Lucca, 20 - Santo Spirito",,Materna/Elementare,,,,
Scuole,Aldo Moro,646.378.973.600.000.000.000,4.558.563.647.299.990.000,"Via Dalmazia, 81/A - Santo Spirito",,Media,,,,
Scuole,ex A.N.4 - Arcobaleno,64.641.885.080.000.000.000,4.558.539.232.699.990.000,"Via Dalmazia, 2 - Santo Spirito",,Materna/Elementare,,,,
Scuole,Iqbal Masih,645.940.402.700.000.000.000,4.556.602.184.499.990.000,"Via Catino, 48 - Santo Spirito",,Elementare,,,,
Scuole,Marco Polo (ex Lovergine),647.186.786.500.000.000.000,4.557.000.320.199.990.000,Via L. Del Turco -  Palese (zona 167),,Elementare,,,,
Scuole,ex Caravella (Accettura ed altri),647.893.781.399.999.000,4.557.059.903.699.990.000,"Via M. J. di Savoia, 6 (trav. V. Emanuele II) - Palese",,Materna,,,,
Scuole,Duca D`Aosta,6.482.450.307,4.556.988.544.099.990.000,"Via Duca D`Aosta, 2 - Palese",,Elementare,,,,
Scuole,Macchie,648.976.432.400.000.000.000,45.564.969.867,"Via Macchie, 8 - Palese",,Materna,,,,
Scuole,Fesca (prop. D`Agostino),652.118.115.699.999.000,45.557.494.221,"Via V. Bellezza, 36",,Materna/Elementare,,,,
Scuole,Cimarosa (prop. Barbieri),6.522.053.596,455.574.779.639.999.000,"Via V. Bellezza, 20/a",,Materna,,,,
Scuole,Costa,652.678.951.299.999.000.000,45.553.706.666,"Via Costa, 2",,Materna,,,,
Scuole,E/28 San Girolamo,652.832.523.400.000.000.000,4.555.502.247.199.990.000,Strada San Girolamo,,Elementare,,,,
Scuole,Clementina Perone,655.225.289.599.999.000.000,45.541.442.157,"Via Nazariantz, 5 - Bari",,Materna,,,,
Scuole,ex AN/7 speciale,6.554.989.671,4.554.563.226.399.990.000,Via Napoli. 261 - Bari,,Materna,,,,
Scuole,Quasimodo,655.583.443.199.999.000.000,4.554.561.682,"Via Napoli, 267",,Media,,,,
Scuole,EL/5 - C. Collodi,65.548.468.030.000.000.000,45.541.608.328,"Via Brigata Regina, 27 - Bari",,Elementare,,,,
Scuole,Melo da Bari,655.748.025.799.999.000,45.542.637.368,"Via Maggiore Turitto, 13",,Media,,,,
Scuole,Principessa di Piemonte,655.931.392,45.540.488.866,"Via Bovio, 43/A",,Elementare,,,,
Scuole,ex Caracciolo,656.148.468.399.999.000.000,4.554.216.906.099.990.000,,,I.T. Nautico,,,,
Scuole,G. Garibaldi,656.180.398.599.999.000,45.540.573.692,Piazzetta Risorgimento,,Elementare,,,,
Scuole,San Giovanni Bosco,655.819.299.899.999.000,45.536.805.501,"Via Crisanzio, 185 - Bari",,Elementare,,,,
Scuole,Manzari Buonvino,656.289.329,45.535.989.319,"Via Manzoni, 228 - Bari",,Materna,,,,
Scuole,G. Mazzini,656.773.533.699.999.000.000,45.536.636.871,"Via Suppa, 7",,Elementare,,,,
Scuole,G. Mazzini,656.736.656.399.999.000,45.536.697.555,P.zzetta Frati Cappuccini,,Materna,,,,
Scuole,G. Modugno,656.707.014.399.999.000.000,45.536.853.934,"Via Fornari, 6",,Media,,,,
Scuole,San Filippo Neri,656.535.596.199.999.000.000,45.531.222.979,"Viale Salandra, 18",,Elementare,,,,
Scuole,G. Galilei,656.258.008.899.999.000.000,45.532.087.763,"Via N. Di Tullio, 67",,Media,,,,
Scuole,G. Massari,656.611.544.800.000.000.000,45.525.827.083,"Via D. Petrera, 80",,Media,,,,
Scuole,Montello,656.725.836.799.999.000.000,45.528.316.498,"Via De Gemmis, 13",,Materna/Elementare,,,,
Scuole,C. Del Prete,657.204.410.799.999.000.000,45.527.962.574,"Corso Benedetto Croce, 96",,Materna/Elementare,,,,
Scuole,G. Laterza,657.452.818.699.999.000.000,4.552.860.434,"Via Zanardelli, 16",,Media,,,,
Scuole,E. De Amicis,657.515.888.899.999.000.000,4.552.876.478.199.990.000,"Via Re David, 179",,Materna/Elementare,,,,
Scuole,Gandhi,657.609.940.899.999.000.000,4552672.33,"Via C. Ulpiani, 1",,Materna/Elementare,,,,
Scuole,Iqbal masih,657.927.156.299.999.000,4.552.114.144.799.990.000,"Via Omodeo, 8",,Elementare,,,,
Scuole,Vittorio Veneto,657.236.756.400.000.000.000,45.526.112.793,"Corso Benedetto Croce, 130/b",,Materna,,,,
Scuole,Argenti,657.314.202.399.999.000.000,4.552.512.184.699.990.000,"Via G. Marinaccio, 2",,Asilo Nido,,,,
Scuole,Tridente,656.966.656.999.999.000.000,4.552.362.240.299.990.000,Largo XXI Aprile,,I.P.,,,,
Scuole,Tridente (ex Media Parini),656.882.425.099.999.000.000,4.552.370.539,"Viale Giovanni XXIII, 59",,I.P.,,,,
Scuole,E/21 - Monte San Michele,657.126.314.799.999.000.000,4.552.009.314.799.990.000,"Corso A. De Gasperi, 345",,Materna/Elementare,,,,
Scuole,Monte San Michele,656.933.938.500.000.000.000,455.192.505.729.999.000,"Via G. Colella, 1",,Materna,,,,
Scuole,N. Zingarelli,656.404.394.199.999.000,45.520.976.754,"Via Pansini, 3",,Media,,,,
Scuole,S. Lioce,656.543.673.399.999.000,455.209.274.469.999.000,"Trav. XIV Via Modugno, 1",,Materna,,,,
Scuole,Anna Frank,656.413.060.999.999.000.000,4.551.865.106.599.990.000,"Via Niceforo, 18",,Materna/Elementare,,,,
Scuole,J. F. Kennedy,656.741.215.900.000.000.000,4551610.02,"Viale Kennedy, 48",,Materna,,,,
Scuole,M. L. King,6.564.839.561,45.515.307.674,"Via M. L. King, 36",,Materna,,,,
Scuole,T. Fiore 32 Gr.,656.398.894.299.999.000.000,45.514.971.576,Via M. L. King,,Media,,,,
Scuole,G. Tauro,656.348.272.199.999.000.000,4.551.504.626.399.990.000,"Via Tauro, 2",,Elementare,,,,
Scuole,Poggiofranco,656.225.027.900.000.000.000,45.517.594.086,"Via Arcidiacono Giovanni, 51",,Materna,,,,
Scuole,Socrate,656.007.738.499.999.000,4.551.231.455.499.990.000,,,Liceo Classico,,,,
Scuole,A. Carrante,656.732.594.499.999.000.000,455.102.261.959.999.000,"Via Carrante, 10",,Elementare,,,,
Scuole,Villa Rotondo,657.040.797.500.000.000.000,4.550.657.469.699.990.000,"C.so A. De Gasperi, 431",,Materna/Elementare,,,,
Scuole,G. Santomauro,657.483.455,4.550.660.523.199.990.000,"Via Vassallo, 16",,Media,,,,
Scuole,Il Parco,6.575.990.597,4.551.737.474.799.990.000,Trav 50 di Via Jacini,,Materna,,,,
Scuole,Il Glicine Bianco,657.702.885.800.000.000.000,4.551.632.035.199.990.000,"Viale Einmaudi, 15",,Materna,,,,
Scuole,Michelangelo,657.798.320.899.999.000.000,45.516.403.339,"Via Straziota, 1",,Media,,,,
Scuole,Socrate (succursale),657.850.213.700.000.000.000,4.551.979.664.599.990.000,,,Liceo,,,,
Scuole,Plesso Mungivacca,658.790.687.699.999.000.000,4.550.878.340.199.990.000,Piazzale Pugliese,,Materna/Elementare,,,,
Scuole,Santarella,6.598.222.001,45.518.277.387,SET. B/2,,I.P.S.I.A.,,,,
Scuole,Padre Pio - Speciale C.P.R.,65.937.713.150.000.000.000,45.519.835.624,"Via Appulo, 23",,Materna,,,,
Scuole,G. Rodari,6.594.320.729,4.552.525.686.799.990.000,"Via Caduti Partigiani, 25/a",,Elementare,,,,
Scuole,Lombardo Radice,659.270.407.999.999.000.000,4.552.641.344.699.990.000,Parallela Via Peucetia,,Materna,,,,
Scuole,Villa Speranza,659.310.164.800.000.000.000,4.552.634.304.199.990.000,Parallela Via Peucetia,,Materna,,,,
Scuole,Japigia 1,658.632.558.699.999.000,45.531.224.678,"Via Peucetia, 50",,Materna/Elementare,,,,
Scuole,A. Perotti (ex Media G. Petroni),658.584.426.199.999.000.000,4.553.058.152.899.990.000,Via Viterbo,,I.P. Alberghiero,,,,
Scuole,Japigia ex O.N.M.I.,658.526.249.599.999.000,4.553.082.623.199.990.000,"Via M. Viterbo, 4",,Asilo Nido,,,,
Scuole,Lascito Ranieri,658.497.704.800.000.000.000,4.553.026.617.799.990.000,"Via Caldarola, 24",,Materna,,,,
Scuole,Don Orione,6.591.510.038,455.323.473.949.999.000,"Viale Japigia, 140",,Materna/Elementare,,,,
Scuole,A. d`Aosta,658.341.514.399.999.000.000,4.553.409.357.699.990.000,Via Masaniello,,Elementare,,,,
Scuole,A. d`Aosta,658.342.613.499.999.000,4.553.468.709.599.990.000,"Via Oberdan, 8",,Media,,,,
Scuole,Santarella,658.573.809.500.000.000.000,4.553.592.136,,,I.P.S.I.A.,,,,
Scuole,Balilla,657.814.475.499.999.000.000,4.553.793.510.199.990.000,"Largo Carabellese, 1",,Elementare,,,,
Scuole,Regina Margherita,657.685.015.700.000.000.000,455.392.960.899.999.000,"Via Volpe, 1",,Materna,,,,
Scuole,Vivante,657.564.684.399.999.000.000,45.540.868.694,,,I.T.S.C.,,,,
Scuole,M. R. Imbriani,657.540.806.200.000.000.000,4.554.068.476.099.990.000,"Via M. R. Imbriani, 86",,Media,,,,
Scuole,Vivante (ex Elem. Guadagni),657.470.010.200.000.000.000,45.536.765.699,,,I.T.,,,,
Scuole,G. Dalfino,656.895.318.599.999.000.000,4.555.090.981.499.990.000,"Strada Santa Teresa delle Donne, 3",,Materna,,,,
Scuole,San Nicola,656.974.561.499.999.000.000,45.549.497.144,Largo Urbano II,,Media,,,,
Scuole,Diomede Fresa,656.996.812.300.000.000.000,45.548.366.162,"Piazza Sant`Anselmo, 6",,Materna,,,,
Scuole,Umberto I - F. Corridoni,656.939.551.199.999.000.000,45.546.667.477,"Largo San Sabino, 1",,Elementare,,,,
Scuole,Via Villari,656.521.696.499.999.000,45.544.863.606,"Via P. Villari, 15",,Asilo Nido,,,,
Scuole,R. Moro,6.559.718.174,4.554.599.993.799.990.000,"Via Ravanas, 1 - Bari",,Elementare,,,,
Scuole,G. Pascoli,656.161.396.800.000.000.000,4.554.605.895.099.990.000,"Via Pizzoli, 58 - Bari",,Media Inferiore,,,,
Scuole,N. Piccinni,656.443.737.099.999.000.000,45.545.502.016,"Via Carducci, 10 - Bari",,Elementare,,,,
Scuole,Principessa Jolanda,656.474.165.699.999.000.000,45.545.629.263,"Via Carducci, 17",,Materna,,,,
Scuole,Carlo Levi,655.317.603.500.000.000.000,45.536.924.363,"Via Babudri, 41",,Media,,,,
Scuole,Falcone e Borsellino,654.418.568.099.999.000.000,4.553.507.032.099.990.000,Via Cassala - Bari Stanic,,Materna/Elementare,,,,
Scuole,Stanic,654.401.445.000.000.000.000,4.553.270.550.899.990.000,"Via B. Buozzi, 46/B - Bari Stanic",,Elementare (DISMESSA),,,,
Scuole,Colli Grisoni,655.690.746.199.999.000,45.524.246.379,"Via Cotugno, 41",,Centro Speciale,,,,
Scuole,EL/2 - Breda,650.601.213.999.999.000.000,45.545.756.278,"Via Cacudi, 1",,Materna/Elementare,,,,
Scuole,"Comparto ""B""",6.496.643.596,45.546.898.198,"prol. Via Don Gnocchi, 13",,Materna/Elementare,,,,
Scuole,G. Ungaretti,649.777.677.500.000.000.000,45.547.457.453,"prol. Via Don Gnocchi, 5",,Media,,,,
Scuole,Lanave,650.234.281.499.999.000.000,4.554.143.148,"Via Lanave, 1",,Materna,,,,
Scuole,Azzarita - De Filippo,650.648.369.800.000.000.000,45.541.777.028,"Via Baresano da Trani, 15",,Media,,,,
Scuole,"Comparto ""C""",651.198.136.900.000.000.000,4.554.178.269.899.990.000,"Via Candura, 2",,Materna,,,,
Scuole,Cirielli,650.729.705.799.999.000.000,45.538.204.078,"Via Molise, 6",,Materna,,,,
Scuole,Chiaia,651.001.442.300.000.000.000,45.538.272.158,"Via Brindisi, 1",,Elementare,,,,
Scuole,Chiaia,650.943.036.299.999.000.000,4.553.800.852.099.990.000,"Viale Puglia, 2",,Materna,,,,
Scuole,Cirielli,650.769.553.600.000.000.000,4.553.767.730.299.990.000,"Via Molise, 4",,Elementare,,,,
Scuole,Petrignani,6.508.558.602,4.553.594.287.299.990.000,"Piazza Romita, 6",,Elementare,,,,
Scuole,Petrignani,650.867.893.299.999.000.000,45.535.415.905,"Piazza Romita, 6",,Materna,,,,
Scuole,Lopopolo,650.558.529.199.999.000.000,45.534.916.771,"Via Toscana, 6",,Materna,,,,
Scuole,Lopopolo,650.523.121.399.999.000.000,4.553.532.617.399.990.000,"Viale Lazio, 8",,Elementare,,,,
Scuole,L. Lombardi,650.189.218.999.999.000.000,4.553.572.014.799.990.000,"Via Lombardia, 2",,Media,,,,
Scuole,Don Lorenzo Milani,650.087.421.500.000.000.000,4.553.765.098,"Viale delle Regioni, 62",,Elementare,,,,
Scuole,Ardito,66.780.701.630.000.000.000,45.502.024.582,"Via Archita, 5",,Materna,,,,
Scuole,Verga (succursale),667.821.400.700.000.000.000,45.502.339.933,Via Archita,,Media,,,,
Scuole,Morelli e Silvati,668.196.602.400.000.000.000,45.500.651.095,Via Morelli e Silvati,,Materna,,,,
Scuole,G. De Marinis,657.281.041.699.999.000,4.549.158.318.299.990.000,"Via Colonna, 1",,Media,,,,
Scuole,Mario Dalesio,656.772.196.499.999.000,45.489.331.136,"Via Pepe, 2",,Elementare,,,,
Scuole,M. Teresa di Calcutta,656.702.487.300.000.000.000,4.548.896.046,"Via Ospedale di Venere, 140",,Materna,,,,
Scuole,Santa Rita,6.561.997.308,4.547.983.133.799.990.000,S.P. Bitritto-Adelfia - Ceglie del Campo,,Elementare,,,,
Scuole,A. Diaz,65.725.835.869.999.900,45.483.307.619,"Via Vittorio Veneto, 88-92",,Materna/Elementare,,,,
Scuole,Lucarelli (ex Montessori),6.570.717.801,45.480.068.824,"Via Ardig, 1",,Materna - Circolo Ferrarini,,,,
Scuole,Nicholas Green,657.039.138.500.000.000.000,45.480.079.889,"Via Ardig, 1",,Materna,,,,
Scuole,A Manzoni - A. Lucarelli,65.738.979.079.999.900,45.478.956.491,Via Quaranta - Ceglie del Campo,,Media,,,,
Scuole,Ceglie (16 Circolo),656.916.130.699.999.000.000,45.477.682.409,"Via Di Venere, 21 - Ceglie del Campo",,Elementare,,,,
